video_name,frame_number,face_id,confidence,x1,y1,x2,y2,detection_type,object_class,class_name,confidence_score,is_face
segment_000,32,3,88.78423309326172,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,4,88.77742767333984,66.0,0.0,221.0,94.0,face,,,,False
segment_000,32,5,83.7440185546875,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,6,75.51509094238281,66.0,0.0,221.0,94.0,face,,,,False
segment_000,32,7,75.03984069824219,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,8,73.03598022460938,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,9,69.73847961425781,66.0,0.0,221.0,94.0,face,,,,False
segment_000,32,10,69.64215850830078,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,11,69.60578155517578,66.0,0.0,221.0,94.0,face,,,,False
segment_000,32,12,65.21592712402344,66.0,0.0,221.0,94.0,face,,,,False
segment_000,32,13,55.29293441772461,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,14,53.21037673950195,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,15,51.95823287963867,66.0,0.0,221.0,94.0,face,,,,False
segment_000,32,16,38.88078689575195,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,17,35.33103942871094,65.0,0.0,221.0,91.0,face,,,,False
segment_000,32,18,33.1325569152832,66.0,0.0,221.0,94.0,face,,,,False
segment_000,32,19,29.504711151123047,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,20,28.022584915161133,150.0,0.0,260.0,92.0,face,,,,False
segment_000,32,21,0.5324929356575012,66.0,0.0,221.0,94.0,face,,,,False
segment_000,32,22,0.4096758663654327,150.0,0.0,260.0,92.0,face,,,,False
segment_000,51,1,283.7840881347656,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,2,283.3314208984375,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,3,272.3880615234375,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,4,268.3886108398437,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,5,262.8923645019531,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,6,260.2761535644531,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,7,260.134765625,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,8,258.9723815917969,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,9,251.4219665527344,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,10,251.2469482421875,480.0,421.0,571.0,480.0,face,,,,False
segment_000,51,11,0.4824346601963043,480.0,421.0,571.0,480.0,face,,,,False
segment_000,52,1,108.62208557128906,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,2,105.69137573242188,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,3,105.64041137695312,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,4,99.1686782836914,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,5,98.42233276367188,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,6,26.81351852416992,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,7,26.7960147857666,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,8,20.60810089111328,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,9,12.58425521850586,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,10,12.470148086547852,289.0,0.0,363.0,41.0,face,,,,False
segment_000,52,11,0.3038155138492584,289.0,0.0,363.0,41.0,face,,,,False
segment_000,58,1,120.42611694335938,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,2,111.87525939941406,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,3,107.87496948242188,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,4,105.97105407714844,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,5,93.71240997314452,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,6,55.77473068237305,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,7,45.959415435791016,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,8,44.8039436340332,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,9,38.20874786376953,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,10,27.920345306396484,215.0,0.0,377.0,112.0,face,,,,False
segment_000,58,11,0.3552066683769226,215.0,0.0,377.0,112.0,face,,,,False
segment_000,61,1,242.8015899658203,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,2,239.87396240234372,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,3,230.50521850585935,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,4,226.41824340820312,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,5,221.35987854003903,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,6,15.52737808227539,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,7,10.685163497924805,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,8,8.596149444580078,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,9,2.6091644763946533,343.0,0.0,431.0,0.0,face,,,,False
segment_000,61,10,0.5998474359512329,343.0,0.0,431.0,0.0,face,,,,False
segment_000,70,1,258.443603515625,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,2,257.172607421875,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,3,249.26695251464844,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,4,236.4366455078125,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,5,234.8490447998047,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,6,211.44580078125,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,7,207.3944549560547,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,8,205.60292053222656,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,9,201.74923706054688,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,10,201.10487365722656,409.0,417.0,488.0,480.0,face,,,,False
segment_000,70,11,0.449607789516449,409.0,417.0,488.0,480.0,face,,,,False
segment_000,72,1,284.02099609375,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,2,282.9198913574219,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,3,274.728271484375,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,4,263.9481201171875,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,5,262.7566223144531,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,6,229.2742919921875,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,7,224.1630859375,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,8,222.5398406982422,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,9,217.8282165527344,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,10,216.97543334960935,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,11,105.23078918457033,0.0,0.0,79.0,208.0,face,,,,False
segment_000,72,12,101.07970428466795,0.0,0.0,79.0,208.0,face,,,,False
segment_000,72,13,85.79824829101562,0.0,0.0,79.0,208.0,face,,,,False
segment_000,72,14,61.15518951416016,0.0,0.0,79.0,208.0,face,,,,False
segment_000,72,15,53.32900238037109,0.0,0.0,79.0,208.0,face,,,,False
segment_000,72,16,14.43623161315918,0.0,0.0,79.0,208.0,face,,,,False
segment_000,72,17,14.218558311462402,0.0,0.0,79.0,208.0,face,,,,False
segment_000,72,18,9.728363037109377,0.0,0.0,79.0,208.0,face,,,,False
segment_000,72,19,0.4728915989398956,422.0,447.0,500.0,480.0,face,,,,False
segment_000,72,20,0.4583085775375366,0.0,0.0,79.0,208.0,face,,,,False
segment_000,73,1,311.75885009765625,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,2,310.5587158203125,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,3,301.65771484375,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,4,289.8592224121094,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,5,288.2686767578125,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,6,255.8785552978516,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,7,251.5186004638672,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,8,249.92333984375,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,9,249.38706970214844,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,10,246.2931060791016,436.0,450.0,514.0,480.0,face,,,,False
segment_000,73,11,0.5155880451202393,436.0,450.0,514.0,480.0,face,,,,False
segment_000,74,1,176.63218688964844,433.0,442.0,517.0,480.0,face,,,,False
segment_000,74,2,176.4493865966797,433.0,442.0,517.0,480.0,face,,,,False
segment_000,74,3,171.15333557128906,432.0,442.0,517.0,480.0,face,,,,False
segment_000,74,4,165.39959716796875,432.0,442.0,517.0,480.0,face,,,,False
segment_000,74,5,165.13095092773438,432.0,442.0,517.0,480.0,face,,,,False
segment_000,74,6,146.6467742919922,433.0,442.0,517.0,480.0,face,,,,False
segment_000,74,7,145.03392028808594,433.0,442.0,517.0,480.0,face,,,,False
segment_000,74,8,144.8043670654297,433.0,442.0,517.0,480.0,face,,,,False
segment_000,74,9,141.8691864013672,433.0,442.0,517.0,480.0,face,,,,False
segment_000,74,10,141.74630737304688,433.0,442.0,517.0,480.0,face,,,,False
segment_000,74,11,0.2970939576625824,433.0,442.0,517.0,480.0,face,,,,False
segment_000,75,1,158.11265563964844,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,2,157.38943481445312,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,3,155.7108612060547,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,4,155.6392822265625,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,5,154.35940551757812,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,6,67.85130310058594,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,7,67.64946746826172,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,8,62.816551208496094,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,9,59.78361892700195,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,10,59.3105583190918,507.0,101.0,557.0,178.0,face,,,,False
segment_000,75,11,0.2834771573543548,507.0,101.0,557.0,178.0,face,,,,False
segment_000,76,1,342.4219665527344,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,2,339.27447509765625,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,3,330.86651611328125,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,4,319.95806884765625,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,5,317.4644775390625,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,6,274.4216613769531,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,7,271.27783203125,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,8,269.49517822265625,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,9,266.7442626953125,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,10,263.8135986328125,412.0,430.0,498.0,480.0,face,,,,False
segment_000,76,11,0.5778278112411499,412.0,430.0,498.0,480.0,face,,,,False
segment_000,77,1,139.61842346191406,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,2,138.82505798339844,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,3,137.76612854003906,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,4,136.98342895507812,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,5,136.01441955566406,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,6,62.837345123291016,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,7,62.57135009765625,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,8,57.99309539794922,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,9,55.349891662597656,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,10,54.88412094116211,486.0,102.0,536.0,180.0,face,,,,False
segment_000,77,11,0.2601800858974457,486.0,102.0,536.0,180.0,face,,,,False
segment_000,83,1,278.04217529296875,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,2,277.22613525390625,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,3,272.7164001464844,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,4,271.8563537597656,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,5,271.1281433105469,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,6,115.07443237304688,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,7,110.59950256347656,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,8,108.65860748291016,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,9,104.37616729736328,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,10,100.5875244140625,500.0,86.0,568.0,176.0,face,,,,False
segment_000,83,11,0.5086880326271057,500.0,86.0,568.0,176.0,face,,,,False
segment_000,90,1,238.75454711914065,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,2,236.18858337402344,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,3,235.2703399658203,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,4,231.85903930664065,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,5,229.7647399902344,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,6,164.41775512695312,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,7,161.8925323486328,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,8,155.9777069091797,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,9,145.05404663085938,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,10,143.46514892578125,301.0,106.0,357.0,179.0,face,,,,False
segment_000,90,11,0.6931992769241333,301.0,106.0,357.0,179.0,face,,,,False
segment_000,91,1,250.27731323242188,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,2,248.70297241210935,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,3,247.4790802001953,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,4,246.3059844970703,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,5,244.34695434570312,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,6,183.21307373046875,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,7,180.6876373291016,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,8,176.9857177734375,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,9,163.34405517578125,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,10,162.13746643066406,276.0,100.0,328.0,174.0,face,,,,False
segment_000,91,11,0.7972018718719482,276.0,100.0,328.0,174.0,face,,,,False
segment_000,92,1,213.1537170410156,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,2,210.40049743652344,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,3,208.8660430908203,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,4,208.7432861328125,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,5,204.31024169921875,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,6,160.4793701171875,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,7,158.24217224121094,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,8,153.64920043945312,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,9,140.12136840820312,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,10,139.37258911132812,263.0,96.0,320.0,172.0,face,,,,False
segment_000,92,11,0.6956415772438049,263.0,96.0,320.0,172.0,face,,,,False
segment_000,93,1,174.29234313964844,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,2,171.91197204589844,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,3,171.82095336914062,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,4,169.86949157714844,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,5,168.25547790527344,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,6,138.38140869140625,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,7,135.0445098876953,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,8,132.27157592773438,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,9,126.09225463867188,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,10,123.5643310546875,276.0,119.0,324.0,187.0,face,,,,False
segment_000,93,11,0.5572739839553833,276.0,119.0,324.0,187.0,face,,,,False
segment_000,94,1,229.6608123779297,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,2,228.3881683349609,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,3,227.9872894287109,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,4,225.7392425537109,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,5,223.8059234619141,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,6,200.7871551513672,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,7,198.06561279296875,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,8,193.0523376464844,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,9,180.22930908203125,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,10,178.83578491210938,278.0,145.0,333.0,216.0,face,,,,False
segment_000,94,11,0.7209362387657166,278.0,145.0,333.0,216.0,face,,,,False
segment_000,95,1,231.91380310058597,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,2,231.32632446289065,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,3,227.16456604003903,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,4,224.6180877685547,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,5,223.7999267578125,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,6,208.16290283203125,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,7,207.8030242919922,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,8,201.6027984619141,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,9,189.11436462402344,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,10,188.73410034179688,281.0,161.0,335.0,225.0,face,,,,False
segment_000,95,11,0.7227691411972046,281.0,161.0,335.0,225.0,face,,,,False
segment_000,98,1,376.7769775390625,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,2,375.51318359375,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,3,375.2755737304688,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,4,374.0975646972656,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,5,370.49652099609375,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,6,356.50811767578125,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,7,356.305419921875,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,8,350.45709228515625,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,9,332.4955139160156,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,10,331.90594482421875,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,11,319.7554931640625,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,12,318.18426513671875,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,13,316.3305969238281,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,14,310.7110900878906,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,15,309.0063781738281,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,16,68.10740661621094,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,17,68.08842468261719,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,18,58.63022994995117,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,19,49.838008880615234,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,20,49.29184722900391,474.0,0.0,530.0,51.0,face,,,,False
segment_000,98,21,0.8390418887138367,399.0,286.0,473.0,369.0,face,,,,False
segment_000,98,22,0.6042358875274658,474.0,0.0,530.0,51.0,face,,,,False
segment_000,99,1,413.7713623046875,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,2,413.47454833984375,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,3,411.17877197265625,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,4,410.1848449707031,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,5,407.7052307128906,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,6,384.5947570800781,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,7,384.4789733886719,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,8,375.54107666015625,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,9,353.2580261230469,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,10,353.10235595703125,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,11,103.31845092773438,240.0,0.0,296.0,0.0,face,,,,False
segment_000,99,12,102.99752044677734,240.0,0.0,296.0,0.0,face,,,,False
segment_000,99,13,101.2141571044922,240.0,0.0,296.0,0.0,face,,,,False
segment_000,99,14,97.98966217041016,240.0,0.0,296.0,0.0,face,,,,False
segment_000,99,15,97.30164337158205,240.0,0.0,296.0,0.0,face,,,,False
segment_000,99,16,1.3657582998275757,240.0,0.0,296.0,0.0,face,,,,False
segment_000,99,17,1.2211204767227173,240.0,0.0,296.0,0.0,face,,,,False
segment_000,99,18,0.8545868992805481,430.0,300.0,510.0,395.0,face,,,,False
segment_000,99,19,0.5099000930786133,240.0,0.0,295.0,0.0,face,,,,False
segment_000,99,20,0.3640790283679962,240.0,0.0,296.0,0.0,face,,,,False
segment_000,100,1,437.2732543945313,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,2,435.9899291992188,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,3,435.7980041503906,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,4,431.0944213867188,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,5,430.48541259765625,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,6,397.4992980957031,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,7,396.1376647949219,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,8,388.6463928222656,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,9,362.1250915527344,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,10,361.8601989746094,453.0,315.0,536.0,411.0,face,,,,False
segment_000,100,11,80.57854461669922,241.0,0.0,315.0,0.0,face,,,,False
segment_000,100,12,80.41516876220703,241.0,0.0,315.0,0.0,face,,,,False
segment_000,100,13,77.56526184082031,241.0,0.0,315.0,0.0,face,,,,False
segment_000,100,14,74.91612243652344,241.0,0.0,315.0,0.0,face,,,,False
segment_000,100,15,74.62447357177734,241.0,0.0,315.0,0.0,face,,,,False
